concept,value,display_value,formatted_value,context_ref,unit_ref,decimals,scaling_factor,level,parent_concept,order,period_type,period_start,period_end,dimensions,sign,scale,format,is_nil,fact_id
ifrs-full_AdjustmentsForImpairmentLossReversalOfImpairmentLossRecognisedInProfitOrLoss,5488,5488000000,"5,488,000,000",c-2,u-1,-6,1000000,1,ifrs-full_StatementOfCashFlowsAbstract,4,instant,,,,,,,,f-602
ifrs-full_AdjustmentsForImpairmentLossReversalOfImpairmentLossRecognisedInProfitOrLoss,26656,26656000000,"26,656,000,000",c-3,u-1,-6,1000000,1,ifrs-full_StatementOfCashFlowsAbstract,4,instant,,,,,,,,f-603
ifrs-full_DividendsPaidToEquityHoldersOfParentClassifiedAsFinancingActivities,5003,5003000000,"5,003,000,000",c-1,u-1,-6,1000000,1,ifrs-full_StatementOfCashFlowsAbstract,40,instant,,,,,,,,f-709
ifrs-full_DividendsPaidToEquityHoldersOfParentClassifiedAsFinancingActivities,4809,4809000000,"4,809,000,000",c-2,u-1,-6,1000000,1,ifrs-full_StatementOfCashFlowsAbstract,40,instant,,,,,,,,f-710
ifrs-full_DividendsPaidToEquityHoldersOfParentClassifiedAsFinancingActivities,4358,4358000000,"4,358,000,000",c-3,u-1,-6,1000000,1,ifrs-full_StatementOfCashFlowsAbstract,40,instant,,,,,,,,f-711
ifrs-full_DividendsPaidToNoncontrollingInterestsClassifiedAsFinancingActivities,375,375000000,"375,000,000",c-1,u-1,-6,1000000,1,ifrs-full_StatementOfCashFlowsAbstract,41,instant,,,,,,,,f-712
ifrs-full_DividendsPaidToNoncontrollingInterestsClassifiedAsFinancingActivities,403,403000000,"403,000,000",c-2,u-1,-6,1000000,1,ifrs-full_StatementOfCashFlowsAbstract,41,instant,,,,,,,,f-713
ifrs-full_DividendsPaidToNoncontrollingInterestsClassifiedAsFinancingActivities,294,294000000,"294,000,000",c-3,u-1,-6,1000000,1,ifrs-full_StatementOfCashFlowsAbstract,41,instant,,,,,,,,f-714
ifrs-full_CashFlowsFromUsedInFinancingActivities,7297,7297000000,"7,297,000,000",c-1,u-1,-6,1000000,1,ifrs-full_StatementOfCashFlowsAbstract,42,instant,,,,,,,,f-715
ifrs-full_CashFlowsFromUsedInFinancingActivities,13359,13359000000,"13,359,000,000",c-2,u-1,-6,1000000,1,ifrs-full_StatementOfCashFlowsAbstract,42,instant,,,,,,,,f-716
ifrs-full_CashFlowsFromUsedInFinancingActivities,28021,28021000000,"28,021,000,000",c-3,u-1,-6,1000000,1,ifrs-full_StatementOfCashFlowsAbstract,42,instant,,,,,,,,f-717
ifrs-full_EffectOfExchangeRateChangesOnCashAndCashEquivalents,511,511000000,"511,000,000",c-1,u-1,-6,1000000,1,ifrs-full_StatementOfCashFlowsAbstract,43,instant,,,,,,,,f-718
ifrs-full_EffectOfExchangeRateChangesOnCashAndCashEquivalents,27,27000000,"27,000,000",c-2,u-1,-6,1000000,1,ifrs-full_StatementOfCashFlowsAbstract,43,instant,,,,,,,,f-719
